CustomerID,Segment,CustomerName,TerritoryID
437,Reseller,Professional Cycle Store,4
438,Reseller,Remarkable Bike Store,1
439,Reseller,Regional Manufacturing,4
440,Reseller,Hobby Store,5
441,Reseller,Leading Bike Distributors,5
442,Reseller,Original Bicycle Supply Company,6
443,Reseller,Courteous Bicycle Specialists,6
444,Reseller,Finer Cycle Shop,6
445,Reseller,First Center,7
446,Reseller,Fitness Toys,8
447,Reseller,Cross-town Parts Shop,9
448,Reseller,Action Bicycle Specialists,10
449,Reseller,Bike Products and Accessories,5
450,Reseller,Bikes Anyone?,2
451,Reseller,Roadway Bike Emporium,1
452,Reseller,A Cycle Shop,1
453,Reseller,Unique Bikes,3
454,Reseller,Sleek Bikes ,3
455,Reseller,Timely Shipping Service,4
456,Reseller,Riding Excursions,4
457,Reseller,Retail Sporting Equipment,4
458,Reseller,Simple Bike Parts,5
459,Reseller,Parts Shop,5
460,Reseller,Price-Cutter Discount Bikes,6
461,Reseller,Active Life Toys,6
462,Reseller,General Riding Supplies,6
463,Reseller,Brand New Bikes,7
464,Reseller,Educational Services,8
465,Reseller,Expert Cycle Store,9
466,Reseller,Central Bicycle Specialists,10
467,Reseller,The Cycle Store,5
468,Reseller,Blue Bicycle Company,3
469,Reseller,Vast Bike Sales and Rental,1
470,Reseller,Wingtip Toys,1
471,Reseller,Social Activities Club,4
472,Reseller,Summer Sports Place,3
473,Reseller,Racing Toys,4
474,Reseller,Retail Cycle Shop,4
475,Reseller,Real Sporting Goods,4
476,Reseller,Noiseless Gear Company,5
477,Reseller,Quitting Business Distributors,5
478,Reseller,Major Cycling,6
479,Reseller,General Supplies,6
480,Reseller,General Bike Corporation,6
481,Reseller,Getaway Inn,7
482,Reseller,"Fabrikam Inc., East",8
483,Reseller,Fitness Bike Accessories,9
484,Reseller,Downhill Bicycle Specialists,10
485,Reseller,Clamps & Brackets Co.,5
486,Reseller,Convenient Bike Shop,2
487,Reseller,Bike Experts,1
488,Reseller,Bicycle Accessories and Kits,1
489,Reseller,Cash & Carry Bikes,4
490,Reseller,Extraordinary Bike Works,4
491,Reseller,Area Bike Accessories,4
492,Reseller,Basic Sports Equipment,4
493,Reseller,Valley Bicycle Distributors,4
494,Reseller,Worthwhile Activity Store,5
495,Reseller,Tough and Reliable Parts,5
496,Reseller,Top Sports Supply,6
497,Reseller,Valley Toy Store,6
498,Reseller,Quick Delivery Service,6
499,Reseller,Racing Sales and Service,7
500,Reseller,Irregulars Outlet,8
501,Reseller,Jumbo Bikes,9
502,Reseller,Metropolitan Bicycle Supply,10
503,Reseller,Metropolitan Sales and Rental,2
504,Reseller,Historic Bicycle Sales,3
505,Reseller,Honest Repair Service,1
506,Reseller,Great Bikes ,1
507,Reseller,Global Sporting Goods,4
508,Reseller,Designer Department Stores,4
509,Reseller,Fun Toys and Bikes,4
510,Reseller,World Bike Discount Store,4
511,Reseller,Wheel Gallery,4
512,Reseller,Tiny Bike Boutique,5
513,Reseller,Village Tours,5
514,Reseller,Retail Mall,6
515,Reseller,Rural Bicycle Supply,6
516,Reseller,Seats and Saddles Company,6
517,Reseller,Racing Store,7
518,Reseller,Regional Cycle Shop,8
519,Reseller,List Price Catalog Company,9
520,Reseller,Metro Metals Co.,10
521,Reseller,Mobile Outlet,2
522,Reseller,Small Bike Accessories Shop,2
523,Reseller,Futuristic Sport Distributors,3
524,Reseller,Chain and Chain Tool Distributions,5
525,Reseller,Cycles and Scooters,5
526,Reseller,Finer Sales and Service,6
527,Reseller,Fun Times Club,3
528,Reseller,Alpine Ski House,4
529,Reseller,Big-Time Bike Store,4
530,Reseller,Valuable Bike Parts Company,5
531,Reseller,Sunny Place Bikes,5
532,Reseller,The Showroom,6
533,Reseller,Tenth Bike Store,6
534,Reseller,Recommended Bicycles,6
535,Reseller,Spa and Exercise Outfitters,7
536,Reseller,Next Door Cycles,8
537,Reseller,Preferable Bikes,9
538,Reseller,Prosperous Tours,10
539,Reseller,Glossy Bikes,2
540,Reseller,Guaranteed Sales and Service,2
541,Reseller,Nonskid Tire Company,1
542,Reseller,Finer Parts Shop,1
543,Reseller,Friendly Neighborhood Bikes,3
544,Reseller,Valley Bicycle Specialists,3
545,Reseller,Finish and Sealant Products,4
546,Reseller,Field Trip Store,3
547,Reseller,Curbside Sporting Goods,4
548,Reseller,New Bikes Company,5
549,Reseller,Daring Rides,5
550,Reseller,Remote Bicycle Specialists,6
551,Reseller,Vinyl and Plastic Goods Corporation,6
552,Reseller,Consolidated Messenger,6
553,Reseller,Accessories Network,7
554,Reseller,Top of the Line Bikes,8
555,Reseller,Twin Cycles,9
556,Reseller,Variety Cycling,10
557,Reseller,Purchase Mart,2
558,Reseller,Retail Sales and Service,2
559,Reseller,Some Discount Store,1
560,Reseller,Major Sport Suppliers,1
561,Reseller,Mountain Toy Store,4
562,Reseller,Practical Bike Supply Company,3
563,Reseller,Systematic Sales,4
564,Reseller,Imported and Domestic Cycles,1
565,Reseller,Metallic Paint and Overcoat Co,4
566,Reseller,eCommerce Bikes,5
567,Reseller,Global Plaza,5
568,Reseller,Economy Center,6
569,Reseller,Designated Distributors,6
570,Reseller,Family's Favorite Bike Shop,6
571,Reseller,Community Department Stores,7
572,Reseller,Versatile Sporting Goods Company,8
573,Reseller,Nationwide Supply,9
574,Reseller,Area Sheet Metal Supply,10
575,Reseller,Bicycle Outfitters,2
576,Reseller,The Bike Mechanics,2
577,Reseller,Synthetic Materials Manufacturing,1
578,Reseller,The Bike Shop,1
579,Reseller,Riders Company,3
580,Reseller,Rural Sales and Service,4
581,Reseller,Safe Toys,4
582,Reseller,Professional Sales and Service,4
583,Reseller,Professional Containers and Packaging Co.,4
584,Reseller,Qualified Sales and Repair Services,5
585,Reseller,Next-Door Bike Store,5
586,Reseller,One Bike Company,6
587,Reseller,Our Sporting Goods Store,6
588,Reseller,General Cycle Storehouse,6
589,Reseller,Hiatus Bike Tours,7
590,Reseller,Lustrous Paints and Components,8
591,Reseller,Fitness Discount Store,9
592,Reseller,Cycling Goods,10
593,Reseller,Expert Sports Store,2
594,Reseller,Casual Bicycle Store,2
595,Reseller,Cycle Clearance,1
596,Reseller,Coho Sports,1
597,Reseller,All Seasons Sports Supply,4
598,Reseller,Black Bicycle Company,3
599,Reseller,Westside Plaza,4
600,Reseller,Strenuous Exercise Shop,4
601,Reseller,Transport Bikes,1
602,Reseller,Ultimate Bike Shop,5
603,Reseller,Retail Toy Store,5
604,Reseller,Sellers of Cycles,1
605,Reseller,Outstanding Cycles,1
606,Reseller,Little Bicycle Supply Shop,3
607,Reseller,Maintenance and Repair for Bicycles,4
608,Reseller,Golf and Cycle Store,4
609,Reseller,Good Toys,4
610,Reseller,Fitness Department Stores,4
611,Reseller,Front Runner Bikes,5
612,Reseller,General Associates,5
613,Reseller,Famous Bike Shop,6
614,Reseller,Favorite Toy Distributor,7
615,Reseller,Fast Services,8
616,Reseller,Eastward Bike Accessories,9
617,Reseller,Tubeless Tire Company,10
618,Reseller,Seventh Bike Store,2
619,Reseller,Strong Metal Manufacturing,2
620,Reseller,Tires and Tubes,1
621,Reseller,Running and Cycling Gear,1
622,Reseller,Gift and Toy Store,3
623,Reseller,Hardware Components,3
624,Reseller,First Cycle Store,4
625,Reseller,Major Sporting Goods,4
626,Reseller,Retail Sporting Goods,1
627,Reseller,Exchange Parts Inc.,5
628,Reseller,Executive Discount Store,5
629,Reseller,Efficient Cycling,6
630,Reseller,Eastside Parts Shop,6
631,Reseller,Tandem Sales and Service,6
632,Reseller,Ultimate Bicycle Company,7
633,Reseller,Rustic Bike Store,8
634,Reseller,Sensible Sports,9
635,Reseller,Sports Store,10
636,Reseller,Recreation Systems,2
637,Reseller,Reliable Retail Center,6
638,Reseller,Metropolitan Equipment,7
639,Reseller,Producer Goods Clearinghouse,8
640,Reseller,Liquidation Sales,9
641,Reseller,Extended Tours,10
642,Reseller,Fitness Sport Boutique,2
643,Reseller,Friendly Bike Shop,3
644,Reseller,Convenient Sales and Service,1
645,Reseller,Superior Hardware Distributors,1
646,Reseller,Yellow Bicycle Company,3
647,Reseller,Solid Bike Parts,4
648,Reseller,Small Bike Shop,4
649,Reseller,Sports Products Store,4
650,Reseller,Permanent Finish Products,1
651,Reseller,Retread Tire Company,5
652,Reseller,Selected Distributors,5
653,Reseller,Mercantile Outlet,6
654,Reseller,Online Bike Warehouse,6
655,Reseller,Operational Manufacturing,6
656,Reseller,Impervious Paint Company,7
657,Reseller,Links Works,8
658,Reseller,Mass Market Bikes,9
659,Reseller,Shipping Specialists,10
660,Reseller,Exhilarating Cycles,3
661,Reseller,General Department Stores,6
662,Reseller,Finer Sporting Goods,7
663,Reseller,Capital Riding Supplies,8
664,Reseller,Eastside Cycle Shop,9
665,Reseller,Authentic Sales and Service,10
666,Reseller,Bike Boutique,2
667,Reseller,Traditional Department Stores,2
668,Reseller,Official Parts Shop,1
669,Reseller,Racing Bike Outlet,1
670,Reseller,First Bike Store,3
671,Reseller,"Contoso, Ltd.",4
672,Reseller,Utilitarian Sporting Goods,1
673,Reseller,Countryside Company,1
674,Reseller,Discount Tours,4
675,Reseller,Bike Goods ,5
676,Reseller,Better Bike Shop,5
677,Reseller,Tire Exchange,6
678,Reseller,Vigorous Exercise Company,6
679,Reseller,Superb Sales and Repair,6
680,Reseller,Racing Tours,7
681,Reseller,Showcase for Cycles,8
682,Reseller,Popular Bike Lines,9
683,Reseller,Oils and Fluids Warehouse,10
684,Reseller,Lease-a-Bike Shop,2
685,Reseller,Family Cycle Store,6
686,Reseller,Finished Parts Shop,7
687,Reseller,Functional Store South,8
688,Reseller,Bike Part Wholesalers,9
689,Reseller,Consumer Equipment,10
690,Reseller,Active Cycling,2
691,Reseller,Mountain Bike Store,2
692,Reseller,Successful Sales Company,1
693,Reseller,Stock Parts and Supplies,1
694,Reseller,The Accessories Store,3
695,Reseller,Responsible Bike Dealers,3
696,Reseller,Roadway Supplies,1
697,Reseller,Brakes and Gears,1
698,Reseller,Western Bike Supplies,1
699,Reseller,Sensational Discount Store,5
700,Reseller,Underglaze and Finish Company,5
701,Reseller,Future Bikes,6
11000,Individual,Individual Consumer,9
11001,Individual,Individual Consumer,9
11002,Individual,Individual Consumer,9
11003,Individual,Individual Consumer,9
11004,Individual,Individual Consumer,9
11005,Individual,Individual Consumer,9
11006,Individual,Individual Consumer,9
11007,Individual,Individual Consumer,9
11008,Individual,Individual Consumer,9
11009,Individual,Individual Consumer,9
11010,Individual,Individual Consumer,9
11011,Individual,Individual Consumer,9
11012,Individual,Individual Consumer,1
11013,Individual,Individual Consumer,1
11014,Individual,Individual Consumer,1
11015,Individual,Individual Consumer,4
11016,Individual,Individual Consumer,4
11017,Individual,Individual Consumer,9
11018,Individual,Individual Consumer,9
11019,Individual,Individual Consumer,6
11020,Individual,Individual Consumer,6
11021,Individual,Individual Consumer,1
11022,Individual,Individual Consumer,1
11023,Individual,Individual Consumer,4
11024,Individual,Individual Consumer,4
11025,Individual,Individual Consumer,9
11026,Individual,Individual Consumer,9
